,pessoa_id,idade,renda,situacao_moradia,tempo_trabalhado,emprestimo_id,motivo_emprestimo,score,valor_emprestimo,taxa_juros,inadimplente,razao_renda_emprestimo,historico_id,tempo_historico_credito,devedor
12788,Gy2DzaRx-yUjP,27,70000,Aluguel,4,7FWXdDCB-932h,Pessoal,5,20000,11.48,0,0.29,PcBNH4jY-xXFX,8,0
12789,Mt1nU6eB-ajbJ,23,50000,Aluguel,3,h7ZspdbC-YAHc,Educação,5,10000,9.91,0,0.2,TFgwpZqD-kGEY,3,0
12790,Kr5L7XSQ-wAjS,32,65000,Aluguel,4,w4DkRtJ9-KDkU,Médico,6,6000,7.49,0,0.09,ZrfqJNLu-XoOJ,5,0
12791,XoEjBSdL-xnxc,23,50400,Hipotecada,7,3NcRzKH8-FkiB,Negócio,5,2500,10.99,0,0.05,xOcfyMOd-QRcR,2,0
12792,ysQ3vA8G-FOpS,25,115000,Hipotecada,4,rq7PczeT-F3fe,Médico,6,4000,7.88,0,0.03,5Rj4GBpi-ZXjG,4,0
12793,BewUb67d-knIc,24,56496,Aluguel,5,kxt00SaW-h2R1,Educação,6,2000,9.32,0,0.04,w9OWsOgx-DxQz,3,0
12794,hfb6XHRF-E4y8,37,59000,Hipotecada,11,NwsOxFSa-jUfT,Quitação de dividas,2,15000,17.99,1,0.25,Mus8aki4-RamZ,12,0
12795,LgaElWCZ-z4K3,28,66000,Aluguel,0,gCPZ5bQ3-o4KF,Negócio,4,7500,11.28,1,0.11,acIKqNfd-vQz0,7,1
12797,mBNJzdWk-s6Rn,34,40000,Própria,7,CYi70i29-et8e,Médico,6,4200,6.76,0,0.1,B3ijT2Oa-vZF6,7,0
12798,glpYzXIu-xiMD,24,46809,Aluguel,4,ShlmyFhK-k2vK,Quitação de dividas,5,5000,12.18,0,0.11,LX63fpfC-ciB2,4,0
12799,UWDrtuXd-B5nt,28,125000,Aluguel,1,jMUX4LeW-Mx5G,Quitação de dividas,4,4000,13.35,0,0.03,azPRHtua-frB3,5,1
12801,YQzEjH1Q-nAo2,30,65000,Aluguel,14,tdoORwCP-apyb,Quitação de dividas,4,7000,13.49,0,0.11,Fo1AyrxY-Zv8G,8,0
12802,Xr94E2jd-PI8F,22,75000,Aluguel,0,wr8spLe8-OQyj,Quitação de dividas,6,8000,5.99,0,0.11,7Re04YcX-SKNA,3,0
12803,k6UxwCXG-AX0b,27,27000,Aluguel,2,3Aoi4mFA-nKR2,Médico,5,9750,9.63,1,0.36,tyoqob0p-idxS,6,0
12804,60YJzWEl-jNKh,23,30000,Aluguel,7,BUkyfawG-eg3o,Educação,5,3600,9.7,0,0.12,NFMzgZ5u-Weh4,3,0
12805,Lx0xzY5a-dGho,44,65000,Aluguel,2,RwH0IQXX-Dpb7,Negócio,6,5000,8.0,0,0.08,eq0ba3Yc-wPN0,15,0
12806,AjX60ZMk-SH6i,33,87550,Aluguel,0,u7fxx5qN-7iEy,Médico,4,9000,14.65,1,0.09,DhW1qbG2-Mdg7,7,1
12807,oUfUjqY6-m8Mt,24,73000,Hipotecada,3,0aCzKp08-8w78,Médico,6,10000,7.49,0,0.14,NWBuSh8w-WJPG,3,0
12809,RiAo3qnX-RDGg,25,110000,Aluguel,2,Ci7rOpur-lhQx,Negócio,5,5000,9.99,0,0.05,Wx6aqXGh-yecM,4,0
12810,6ewOMmzz-xa4P,26,79700,Hipotecada,9,IKKTsOmQ-xmHr,Quitação de dividas,5,7200,9.99,0,0.09,UoO3LSxH-dU9b,3,0
12811,nnXfAW3B-R2A7,25,66000,Aluguel,9,QZ75dESB-D80r,Negócio,3,25000,15.33,1,0.38,BSiGOLvE-hkPL,2,1
12812,YGjq9Qxk-7UN1,27,48000,Aluguel,4,Y0iDT7lg-nbQn,Médico,6,2800,7.49,0,0.06,RcsrF5Bg-yipI,5,0
12813,Ujh0bENY-4Cfm,24,32000,Aluguel,5,tKmweGLR-3xQ0,Médico,4,1900,13.49,0,0.06,BRrZ6Kre-p2L8,2,1
12814,fJ9QfDQf-47rg,24,32000,Aluguel,9,NCFA9uXz-K1Ua,Médico,6,3600,7.49,0,0.11,kSAIcnew-LjOL,3,0
12815,6quDTZRZ-X4mL,48,44000,Aluguel,6,GmCwdc7I-vce1,Médico,5,5850,9.99,0,0.13,a6i6CYWE-Q5pW,13,0
12816,ygsPg0PS-6axF,29,16000,Própria,3,yyPeZROZ-NJe5,Negócio,6,3000,7.9,1,0.19,6oDdlQzW-QSqZ,8,0
12817,FdRrRqOK-LOiy,29,62500,Hipotecada,13,xoJtTkJs-Fqe3,Quitação de dividas,5,5000,11.36,0,0.08,uPrpdN5n-aGsb,7,0
12818,vcYunwn8-cuho,33,52000,Hipotecada,4,gK0dgBC8-ZPTb,Melhoramento do lar,6,1800,7.51,0,0.03,Y6m8RN08-Ar74,5,0
12819,GhrMZE2F-l3XL,30,90000,Aluguel,3,BaneYE7i-j0Ck,Médico,4,12000,12.29,0,0.13,vqWBSWyE-NrgE,5,0
12820,ReDbH4NW-mvlK,27,30548,Aluguel,0,5ozzOmis-8eSv,Pessoal,6,14000,7.88,1,0.46,rCBUi4w2-lBpZ,5,0
12821,mO9P6ISO-CKmO,27,62400,Hipotecada,12,NZJhUOpI-BxNi,Quitação de dividas,6,12000,5.42,0,0.19,dfWL2PA0-rdtf,8,0
12822,cjscvpxO-2C1m,28,33000,Aluguel,2,hoJhg0Nr-sHYC,Pessoal,6,6000,7.9,0,0.18,qvidFYvp-1YNG,6,0
12823,IG8dUaCY-iiOR,35,40934,Aluguel,5,r3l8RJop-vIES,Educação,5,20500,12.53,1,0.5,6LwpjjB5-giuj,6,0
12824,keihZllx-DO0x,21,39900,Aluguel,0,zcQOiICc-r7cr,Negócio,6,12000,7.9,0,0.3,7m1M0YJI-kcIS,3,0
12825,ox8norYY-fcg1,28,53000,Aluguel,0,CyMoy5Qo-0JLU,Quitação de dividas,5,7000,9.88,0,0.13,NP65yXXv-JKUY,9,0
12826,7am4zqlz-WD7n,25,35000,Aluguel,3,aNvPpegk-Cq6F,Negócio,5,2400,12.53,0,0.07,p0vQ7IXj-sduf,2,0
12827,AI5ZS25y-exlU,29,75000,Hipotecada,1,2rwF72RY-hAXz,Médico,6,12000,9.63,0,0.16,yUHTniDN-JwSc,6,0
12828,b75r6uxM-TAwY,31,57240,Hipotecada,1,TS2Fevw5-pyk6,Educação,6,10000,5.99,0,0.17,oWt8LG3e-cFCm,6,0
12829,HCTE6qYE-L9Bl,37,45000,Aluguel,1,ToeANcfD-0CPH,Educação,5,8000,10.74,0,0.18,fJv9NYqJ-lrAd,17,0
12830,cRJHgl4E-4qrr,26,24856,Aluguel,0,Cd4gUFMR-LUqJ,Quitação de dividas,6,3000,9.32,0,0.12,sJ2oYRUC-93ES,4,0
12831,fa6Hmxpr-Su4j,24,125000,Hipotecada,8,S1ye3Q7m-CKtI,Pessoal,5,10000,10.99,0,0.08,6sOQPZUF-9dU0,3,0
12832,mv6L32gi-9dfB,25,60000,Própria,8,1wSxNJO5-UD29,Negócio,5,14000,11.12,0,0.23,4oYhKlHU-zdpy,2,0
12833,ECiaqY8s-k4nJ,32,56000,Hipotecada,13,nnyw5YCk-sdXG,Educação,5,3000,8.88,0,0.05,cc0dUR3e-RpMp,9,0
12835,5Mmma2ji-YMIe,26,87292,Hipotecada,5,fZp9JMlH-wssM,Médico,6,9600,5.99,0,0.11,csHis3un-sqWG,4,0
12836,GszHy1uh-RJeH,38,65000,Hipotecada,5,4n24Yu6K-t4P9,Educação,5,15000,10.36,0,0.23,6mKH8AZ5-W981,17,0
12837,zjDWr4eY-zzW7,28,35004,Aluguel,2,8BRvX4kj-xzpK,Educação,5,4000,12.53,0,0.11,wpfJukvj-ZQcQ,5,0
12838,GZqmJTy1-55x3,25,63000,Aluguel,3,NWn4Ygm8-HyYh,Quitação de dividas,6,2400,7.14,0,0.04,CMaMdJTu-ldkA,4,0
12839,AyLaL4L7-754G,29,56100,Aluguel,0,6evpoxpH-1P1L,Médico,3,3150,15.62,1,0.05,ST4zxt13-thO6,10,0
12841,FMtO08hX-JEH8,32,29000,Própria,0,1gQLFOAX-H6vc,Pessoal,6,2000,8.49,0,0.07,eKMWz0yd-3eD9,8,0
12842,SBGqCAvE-OysN,26,65000,Aluguel,3,raxiq0eK-N9oY,Médico,5,9000,11.86,0,0.14,2SqBZptp-Ew8M,4,0
12843,Rimcd5zw-IO4x,30,30000,Hipotecada,5,DBpg70dL-S58z,Pessoal,4,1100,14.65,1,0.04,cRej2je6-zvUP,10,0
12844,j9TUTMcU-kixv,35,24000,Aluguel,3,o0tqnjiY-2rNM,Negócio,4,3500,12.99,0,0.15,kXf81RZP-eudy,6,0
12845,KXHOntxO-DEic,41,34560,Aluguel,8,ZOnUddtv-Ecql,Quitação de dividas,3,7550,16.89,1,0.22,ALQC32Rc-m1gn,14,0
12846,6dUESmn2-sO3j,23,30720,Aluguel,2,ioL54QsZ-yNSa,Pessoal,4,2400,13.98,1,0.08,P6Kv3Dm4-S9M7,4,1
12847,uq5saLdu-BalG,33,60000,Aluguel,3,zEZPEvzL-zKfM,Pessoal,6,9000,8.49,0,0.15,Y4zy6eJq-kMsn,5,0
12848,JPE6SJcj-6zp9,27,33000,Aluguel,4,bUaSrTBa-M929,Educação,4,5000,14.22,0,0.15,g3fGQw3k-sqBx,10,1
12850,quqIf4nM-Rxrq,32,56000,Aluguel,1,o0vf0s6i-hzzU,Médico,3,9000,15.05,1,0.16,efTR9iEN-bkdi,6,1
12851,MdMTqhTw-5ore,24,45295,Aluguel,8,2gXRYcQR-uv30,Quitação de dividas,3,19650,15.37,1,0.43,eWMoHcmH-jJtN,2,1
12853,ZTRk09Ey-SeHr,25,38748,Aluguel,2,XgmsG9p3-1rsK,Pessoal,6,3000,7.29,0,0.08,jxUiOen1-i2iH,3,0
12854,FMZxDP8b-mdNd,50,102031,Hipotecada,9,2xCo803S-vU2i,Melhoramento do lar,3,12000,14.96,0,0.12,376GkFd3-YSKt,11,1
12855,LIJ5Cd0C-BpUI,34,63504,Aluguel,0,dZNNC9M0-ipm3,Médico,5,3500,10.0,0,0.06,b3lwlaQg-Xauy,6,0
12856,jkGUrIiU-4l8f,36,75000,Hipotecada,9,jmh7c7Uv-e78r,Pessoal,6,24000,7.51,0,0.32,Rc2onedm-6tZk,13,0
12857,jvWYpFZK-FEnp,24,55000,Aluguel,4,vOpb7vzN-HFDU,Educação,5,18200,10.99,1,0.33,cOzO7Ff9-0sRw,2,0
12858,AM65R9Qk-G8p0,22,45000,Aluguel,6,qXjmfIhl-x43p,Médico,5,10000,9.91,0,0.22,K12CCKSC-0154,2,0
12859,31U96mYw-IUY5,22,31500,Aluguel,1,3MsOT8L0-5DEG,Negócio,3,6800,14.11,1,0.22,hyCbFRPP-2GDd,2,0
12860,RDALgS0g-dXiR,29,99780,Hipotecada,14,LGUUUXm5-69EM,Melhoramento do lar,5,6000,11.14,0,0.06,nkldDrNS-qiOu,8,0
12861,Cm63LKHF-lE0F,23,95000,Hipotecada,7,gWXJ4S3L-ztk7,Educação,4,15000,12.73,0,0.16,g31EsNPQ-EevZ,4,1
12862,1IMHnyvx-N1IH,22,75000,Hipotecada,6,6po5Zvpk-ZiGp,Quitação de dividas,6,6000,7.74,0,0.08,iZmr3Cfo-MP2k,4,0
12863,uldAGCPH-ZLm5,21,48000,Hipotecada,5,CZnFGk18-eu1Y,Negócio,5,7350,10.65,0,0.15,a7Fn4sJg-h9yP,2,0
12864,UIiFbh0X-Rt65,31,90000,Hipotecada,11,gTnLhUmi-D1yq,Médico,6,12000,6.92,0,0.13,2Li3KsIo-K8sU,6,0
12865,oTwn9QWG-W08c,29,68004,Hipotecada,9,Lfzo6rCn-a2nd,Pessoal,5,10000,10.99,0,0.15,h8jskYLb-oax5,9,0
12866,3KjpwAqo-zZFC,23,13000,Aluguel,3,ZeaOvB1p-MlBB,Pessoal,3,2800,15.21,1,0.22,sreT8uRY-kyLX,2,1
12867,HawqB5g7-qqrh,25,18000,Aluguel,3,jTDw4HwU-l5Ak,Negócio,4,8500,10.28,1,0.47,nAc9h22q-WFwC,2,0
12868,2HOXzdUR-G3XD,24,47000,Aluguel,3,Gcoj7Ev5-4mJW,Médico,6,7000,6.54,0,0.15,POTH50u7-gjhn,4,0
12869,Pv68ER3I-PtXX,29,57000,Aluguel,4,lAfnM7HL-Bwgf,Pessoal,5,15000,9.91,0,0.26,vkYK2xS4-nmmR,6,0
12870,Pb1wTuwk-LXLK,21,72000,Aluguel,1,oSiqjfLv-EgHc,Educação,4,7500,13.22,0,0.1,s48FBocp-NGz1,3,0
12871,gdi6jUau-FZIG,31,90000,Aluguel,12,KiNxsvv5-WF9d,Educação,5,18000,12.42,0,0.2,pn01X6T2-Ykms,8,0
12872,WEEp2NWD-Ifq6,23,39120,Própria,4,uRSIJ19T-gaSX,Médico,5,7000,11.71,0,0.18,YbfM0pQ2-gtcK,3,0
12873,nlvnYZs7-zPOF,24,60000,Aluguel,4,HN9cMjKZ-hwQS,Negócio,6,5850,7.49,0,0.1,0Nqy8OoZ-QI6O,3,0
12874,DEnm4LYT-nGNm,37,71000,Hipotecada,11,NCpNajNN-GEMD,Quitação de dividas,5,11200,12.42,0,0.16,jmAATf8Y-Lfzl,11,0
12875,z95e9uDg-l18w,30,51600,Aluguel,12,4rtbpCgf-5epo,Quitação de dividas,5,2000,9.99,0,0.04,a1bJmD3O-Ty39,5,0
12876,xMMdFxG0-otkm,22,50004,Hipotecada,5,Ekc61OLR-yH6x,Educação,3,14000,15.58,0,0.28,AhvDl6qE-fFuN,4,0
12877,CrZUtnaq-3dra,23,70560,Aluguel,1,cYaP4Fcn-JqLU,Negócio,6,9600,7.9,0,0.14,p8vKUwdt-incK,4,0
12878,MaWm9bbM-wZ9T,27,45000,Aluguel,10,udysDW6X-uFpG,Médico,3,7600,14.59,1,0.17,bYhL74jx-FiSe,7,0
12879,jOb16LGN-MyTL,27,102000,Hipotecada,6,ycoxPpSP-JBYH,Negócio,6,10000,9.63,0,0.1,nLX8s9On-SxSz,9,0
12880,5Mp6wxFh-mlWI,24,31000,Aluguel,8,4G4vQ8AO-gXY4,Negócio,4,13500,13.43,1,0.44,BdxEdkg0-MZfK,4,0
12881,GQrcfufv-Ttv4,24,27000,Aluguel,0,IL8vqXYg-NdkC,Quitação de dividas,4,10000,12.73,1,0.37,dQu3xQRx-WAz2,2,0
12882,adfuUNJg-Smxd,27,65000,Hipotecada,11,6ydDtZ75-R9u9,Pessoal,6,18000,7.51,0,0.28,6u8IsqkT-itDF,8,0
12884,gQAvtxjX-rnUB,35,15000,Própria,3,xsPorGPJ-4iPt,Melhoramento do lar,6,3700,9.32,1,0.25,RyIJUaNA-J2gv,6,0
12885,0tTwlX6D-BS0b,21,21600,Aluguel,6,6yeLbooB-zwx4,Educação,4,7000,13.98,1,0.32,zjEoJhYJ-AQU5,3,1
12886,OhAsP6Kl-OTC8,25,73000,Hipotecada,0,6NXiOGpt-ghMH,Negócio,6,6500,6.03,0,0.09,JrzIozmQ-pRDw,3,0
12887,X1TnBZdo-d57q,23,75000,Hipotecada,6,Iu0wFiEg-gI5L,Educação,6,5000,6.03,0,0.07,sRNKJyKy-nHl1,4,0
12888,CIjMSjRt-rs0y,25,77650,Aluguel,8,wGD9e56p-bC6K,Pessoal,5,22000,11.48,1,0.28,zAEM5be1-k8Rw,3,0
12891,kD44dYRI-Is1c,23,9000,Própria,4,u8gLpWdo-nNBU,Melhoramento do lar,4,2000,13.35,1,0.22,Cm1kAgIl-hb73,2,0
12892,jDLrSz7q-2KcQ,23,31200,Aluguel,2,EbmWXCC6-bxGw,Educação,5,3000,11.89,0,0.1,jMDXpOiU-iDl2,2,0
12893,D0NCotUD-fHbR,26,68000,Aluguel,3,3bncH4Je-uU6a,Educação,3,10000,15.05,0,0.15,3I4kyHw8-r7yT,4,0
12894,YWcrPGIU-CzmS,24,20000,Aluguel,8,L7oXuGFF-wYEc,Negócio,6,6000,7.14,0,0.3,W4r7M5rJ-E8ku,2,0
12895,dGvEj66d-fFGS,24,35004,Outro,6,I5hZ43i3-TWuT,Médico,6,18225,9.63,1,0.52,wCv1dlks-2PoZ,3,0
12896,ALhhIFiW-pDC8,29,68000,Aluguel,4,xPZzdZL3-682H,Educação,5,1600,11.48,0,0.02,0qHdoCjx-oCl9,10,0
12897,eaXpMWDn-Qxw4,25,76248,Hipotecada,6,ewHs0bwg-dRQt,Quitação de dividas,4,9750,14.27,1,0.13,a1UKWpb2-RuHe,3,1
12898,ExPF3SnM-Cm3k,24,83000,Aluguel,8,Yo6L4BXZ-lSCB,Pessoal,3,9000,15.05,1,0.11,63BOY8O0-4Iq5,3,1
12899,0zpArPbw-U0W0,25,75000,Aluguel,0,4EPb3RYF-JSFg,Quitação de dividas,5,20000,10.38,0,0.27,qK9j3qib-YuP9,2,0
12900,TgB3cLYE-tz41,48,60000,Hipotecada,0,HdiLjFYf-8F32,Quitação de dividas,6,2500,7.29,0,0.04,Hs12PGGb-W5Zp,11,0
12901,iTSqzpHj-ZASa,23,59000,Hipotecada,5,CZbNUP7e-zgfl,Educação,6,13000,5.42,0,0.22,8TPFqwXl-XYhb,4,0
12902,JYRsQPJ2-RdsQ,26,95400,Hipotecada,8,O6Lvr5EK-ZH1D,Pessoal,4,5000,12.68,0,0.05,9st946G4-mCte,2,0
12903,iADOz9Cw-XBTh,24,85000,Hipotecada,4,QXQCeOx4-3TrU,Quitação de dividas,5,7750,11.12,0,0.09,rfOPCEml-3LcH,4,0
12905,lwABSXd3-n8II,22,30000,Aluguel,0,XAr9Dng8-Ib92,Melhoramento do lar,5,5000,8.88,1,0.17,qh5UTKEL-6rhb,3,0
12907,9l6fekcN-NvCB,31,36000,Aluguel,3,D1zX8xZl-SHHC,Pessoal,6,8000,8.49,0,0.22,k7jOIDGP-inkH,8,0
12908,mHShSEBB-vSzp,25,56004,Aluguel,3,aAr3HOkB-XISJ,Médico,4,7000,14.22,0,0.12,wC64gI7x-nHGT,4,0
12910,xE3b0hoz-Yux0,24,16000,Aluguel,0,Ygqmpt6T-aGy0,Negócio,5,3250,12.42,1,0.2,wLnx6chq-LAiQ,4,0
12911,N4JM7h6u-K4gL,69,120000,Hipotecada,3,wEd81qnS-7LsI,Pessoal,3,20000,14.84,0,0.17,cDHLrwEN-n3ZK,27,0
12912,tqGMI0Gk-0dGU,21,50000,Hipotecada,5,PNnbEW8L-vNrZ,Quitação de dividas,6,5375,7.49,0,0.11,fEUvzHiP-LlPp,3,0
12913,6gEHSA13-izHi,23,71000,Hipotecada,7,ZZGNUdRs-RQKi,Negócio,6,8500,5.79,0,0.12,HD7tXkxz-8ut1,2,0
12914,n3dEkuXk-9a8n,23,39000,Aluguel,2,5jJq6OAs-3PEv,Pessoal,3,10000,15.2,1,0.26,2PpNwDGd-H6T4,3,1
12915,0OQYNC0A-ED5Y,49,86400,Aluguel,7,g86p9Fhb-XxpO,Pessoal,6,16875,7.51,0,0.2,xyZqXWso-ARWi,14,0
12916,sTiKA5iE-Whzz,22,27996,Aluguel,0,TDLo0I6p-5qy0,Melhoramento do lar,3,2200,15.95,1,0.08,phhtC7ip-lFY7,2,1
12917,0woHpOII-B7tL,31,80000,Hipotecada,5,62CA7fAJ-QqyX,Negócio,6,6000,7.4,0,0.07,5YNQA487-HL6L,9,0
12918,Y5RopKvL-5UKg,24,45000,Hipotecada,3,gropQn5z-il7B,Negócio,4,15000,13.06,0,0.33,qJIBRYKu-KRKx,3,0
12919,gJ80ORig-z8v1,34,111280,Aluguel,3,sEzuf3AP-qyiz,Melhoramento do lar,5,6000,9.99,0,0.05,OD4KUNBG-3JGY,9,0
12920,P5kbos3W-gjPd,39,70000,Aluguel,5,YlAZjkk0-onmh,Educação,5,13000,11.99,0,0.19,1Ji7CiOr-KBiY,17,0
12921,mfdQg2Ar-sEJy,24,30000,Hipotecada,4,5tCjsrwG-tYv1,Médico,3,10000,15.99,1,0.33,YqQvc0K0-Rrad,2,1
12922,B0uePvlN-IiFs,24,78300,Aluguel,0,KAKdUnZT-iDXJ,Melhoramento do lar,6,5000,7.74,0,0.06,MO2hz3h3-NI02,3,0
12923,3vSYdiDc-JeZU,25,44000,Aluguel,2,kSHcRzsp-mJ8c,Negócio,6,2000,7.66,0,0.05,coGzgSTH-WRwD,3,0
12924,xFfMjD7G-XElC,39,55000,Aluguel,1,oPU2oiUd-img6,Quitação de dividas,5,4975,12.21,0,0.09,u9OAvhSn-sTMY,11,0
12925,CuMpia2O-Oz4I,22,55000,Aluguel,6,LBxOFYix-eao8,Negócio,4,6000,14.27,0,0.11,MmG494fi-ikMU,3,0
12926,Qw4cwqsi-8MXq,23,35520,Aluguel,3,c0HreqfD-oc8D,Educação,4,5000,13.57,0,0.14,pRY8lZon-rW8G,3,0
12927,UcbN1IvW-4OTE,28,48500,Aluguel,4,32HQNLf9-QjXX,Pessoal,4,15000,12.87,1,0.31,tTJeH6cN-kfPC,8,1
12928,IryXv5Ta-FseW,26,70000,Hipotecada,11,qy6uqGOd-sssN,Melhoramento do lar,4,20000,14.27,0,0.29,4EwcSm7r-MCbN,4,1
12929,OHnlNhj8-qJs4,24,39000,Aluguel,8,iHqp25k3-Xmt3,Pessoal,3,7000,14.42,1,0.18,vZCiMfFR-fmit,4,0
12930,NbLkx6YA-PXw7,24,45000,Aluguel,3,Ie7AuHiX-9Bsi,Pessoal,6,7800,7.51,0,0.17,wwUCpkNz-MLIM,2,0
12931,UufAjswL-7FOp,46,86807,Hipotecada,0,S2YCeHF3-2tBY,Negócio,6,10000,8.94,0,0.12,PZyW9Y23-HTwA,15,0
12932,0cQrIlzj-u0dc,22,43000,Hipotecada,0,c5Pw62U2-9dfp,Pessoal,5,6650,10.37,0,0.15,jyILNLUB-zLrn,3,0
12933,SUuFeKRm-3h80,27,29000,Aluguel,0,ucY2U8mF-gw7r,Educação,3,6500,14.11,1,0.22,3ejeNPYj-H6Qr,8,0
12934,ANU4aRqh-mveW,34,62000,Aluguel,1,6mI3GKr8-waPi,Melhoramento do lar,6,6000,7.49,0,0.1,KZE6H8wX-aeqY,9,0
12935,Hs2kmedI-WM7H,33,57000,Hipotecada,3,e0qNRcNt-rnt0,Educação,2,10000,15.68,1,0.18,bmzxcqht-6yyH,8,1
12936,dqJRSWkY-1Hdq,23,53664,Hipotecada,7,34ZyMmJz-3i0a,Educação,5,15000,10.75,0,0.28,RSgcYfrK-HOLj,4,0
12937,RwmKjQxx-EEda,33,57000,Hipotecada,4,NCNDKt9q-N8QE,Quitação de dividas,6,13000,7.88,0,0.23,5CsK67ua-mnlY,5,0
12938,7cGsByzy-oRpb,24,42000,Aluguel,0,ZqdDH4jw-AKXl,Negócio,5,15000,11.58,1,0.36,6z3gEHO1-45zp,4,0
12939,nWntkfeI-bKlJ,21,25000,Hipotecada,2,FT8rjh1k-2l6G,Pessoal,5,3600,9.91,0,0.14,5gGH3qkx-6qgM,4,0
12940,C60sEMIA-ZI0d,26,55000,Aluguel,6,X89dZbBD-YMYh,Melhoramento do lar,6,6000,7.14,0,0.11,H8Pzzu7q-4FXE,4,0
12941,DeaUR0Xx-2ufX,24,50000,Aluguel,0,E4R5ntxP-5ymG,Educação,4,15000,13.49,0,0.3,w1N1GPsx-GmmE,4,1
12942,rBANNmvr-IONk,22,60000,Aluguel,6,NcHQDaRk-uS5B,Médico,5,6000,11.99,0,0.1,DXyaBl59-4uxH,3,0
12943,zfiFFLcv-WfPQ,30,45000,Aluguel,3,lTOmAdzM-ZUDr,Negócio,5,20000,11.86,1,0.44,BUnwaYu8-C4qI,7,0
12944,Y4yN2Tjb-eBwh,28,43344,Hipotecada,4,p6LKg2Cb-LN19,Pessoal,5,10000,11.12,0,0.23,OKDPQgg8-U5t5,9,0
12946,7qHubQcd-iH8f,23,36000,Aluguel,7,iOex4gFe-8XqR,Quitação de dividas,4,1200,13.99,0,0.03,AOX4prKW-THkg,4,1
12947,B6qdBRz8-w1Ai,40,66000,Aluguel,0,j1WFuccc-lFQd,Quitação de dividas,4,15575,14.27,0,0.24,qjniqARD-Oflh,13,1
12948,q4dg7Pg6-YvZq,41,45840,Aluguel,5,roCdsgDo-O66U,Quitação de dividas,5,4600,10.99,0,0.1,R15JPSs0-tPMi,14,0
12949,GMchOelY-Djbb,27,40000,Aluguel,1,9WOxDbT8-GIfv,Médico,4,7200,13.22,0,0.18,eBF4MadI-Cedp,6,0
12950,WH9yWmSf-hLbz,31,20928,Aluguel,0,jcEKzG9a-KCET,Quitação de dividas,4,2000,13.48,0,0.1,DNNu2w6A-ue9m,6,1
12951,qwaPKr1x-wZZv,26,80000,Hipotecada,10,lDwUHpnB-zr7S,Melhoramento do lar,3,15000,16.07,0,0.19,49aWn5Qg-9z8h,2,1
12953,zX5343sz-SNxD,24,72000,Aluguel,8,B30Q5OgZ-zlwU,Melhoramento do lar,4,12000,13.99,0,0.17,rEZd4jPC-iD3I,4,1
12954,RRGFXvzc-YZkx,23,31785,Hipotecada,7,eocYOOno-HGQe,Médico,3,6000,14.96,1,0.19,kbrhhNg6-KmLx,2,0
12955,xvLCus0R-XcUI,38,60000,Hipotecada,7,hfYzlNdt-ogDU,Quitação de dividas,5,8000,10.99,0,0.13,qCsEfCqA-nR0P,13,0
12956,YkvURLL8-WoC4,24,70000,Aluguel,0,qBWugmU8-tFFI,Negócio,5,2000,8.7,0,0.03,IU0J9WHd-Umgc,3,0
12957,SIOrBEAT-tc5P,24,54000,Hipotecada,6,RdOjXoa2-TKLm,Melhoramento do lar,4,6300,14.65,1,0.12,FHuRodFy-GcPS,2,1
12958,v9j4UPhu-Fqj4,25,39996,Aluguel,2,RHKehCTm-zAr5,Médico,5,10000,10.99,0,0.25,ufqD5QMg-xyGj,4,0
12959,EfW6pyyh-KufU,26,48000,Própria,3,MvpiIK7q-rHD4,Negócio,4,3600,13.49,0,0.07,9eznCF6x-IpaC,4,0
12960,Fex5nNgJ-sLtc,31,72000,Hipotecada,6,No4in0jn-cQsJ,Melhoramento do lar,6,9800,6.62,0,0.14,iZtF4y6B-aJcG,8,0
12961,2ybwuHcb-AC2A,32,64000,Hipotecada,2,NJJzJj9o-Cb3Z,Educação,6,8000,6.76,0,0.13,Gyo3wW6L-YSbF,7,0
12962,eCsFQxu7-OiMz,35,85000,Hipotecada,9,XuTR4tI0-uQn2,Quitação de dividas,6,21000,7.49,0,0.25,fWzPNX9p-AJAO,9,0
12963,ulKItFYK-qwWH,28,72467,Aluguel,2,2z9bAp2a-ncYM,Médico,5,5000,8.88,0,0.07,zQptHswF-oYn8,7,0
12964,0PYCFomf-Yhjb,25,65004,Aluguel,10,b4kv3Yl7-y83E,Médico,5,2500,10.08,0,0.04,Uzcy6mnK-LbZe,2,0
12965,Jx4D6Ggc-jAJc,34,138000,Aluguel,0,WHx7paOr-HuMk,Melhoramento do lar,2,21000,18.79,1,0.15,cKEKmZCZ-yMw1,10,0
12966,Dl5vJh9v-7yBX,40,62000,Aluguel,3,RuD1opCR-6MOP,Quitação de dividas,6,8000,8.49,0,0.13,UUErPaiS-PRo4,15,0
12968,T4l5bmS4-7EMi,24,61000,Hipotecada,4,PXC19Bc0-DaAo,Pessoal,3,10000,15.65,0,0.16,lmeyujXL-SwUA,3,0
12969,yt5p8hOg-5AO1,23,45240,Aluguel,4,UPhjGOlO-7Zy1,Negócio,6,3200,7.37,0,0.07,I48qZFBz-9Yto,3,0
12971,Tib8Nv7G-6AXh,48,140000,Hipotecada,4,GcrOFG6d-8Zs3,Educação,5,18000,9.99,0,0.13,udLU7JQ9-3TlT,12,0
12972,kpLEWfyM-vnM5,22,62250,Aluguel,3,rmhAqO3q-uGt0,Pessoal,2,24000,16.45,1,0.39,RYxPFWOR-8LWv,4,1
